universe,screen_rule,controller,splits,ann_return,ann_vol,sharpe,max_dd,turnover
liquid_us_equity_500,vol_adjusted_momentum_63_top10,EW,22,0.22663168090066954,0.2130855306932717,1.3458963960819388,-0.08679042768076592,1.0000333894311098e-12
liquid_us_equity_500,vol_adjusted_momentum_63_top10,MRH_tau21_k5,22,0.17855234071316192,0.23726901901411665,0.8666281253747724,-0.10270089812130828,39.272727272688016
liquid_us_equity_500,vol_adjusted_momentum_63_top10,MRH_tau63_k5,22,0.22061963331598256,0.2386268563576083,1.0509066618171266,-0.1003999847731997,22.363636363614013
liquid_us_equity_500,vol_adjusted_momentum_63_top10,MRH_tau126_k5,22,0.2401202794464052,0.24149452081785724,1.1344044805648354,-0.10250030974870988,17.145454545437406
liquid_us_equity_500,vol_adjusted_momentum_63_top10,CMVT_lam0.5_gam0.25,22,0.428197345613337,0.36736004756299256,1.211332265210231,-0.14508004345234227,23.514314940649424
liquid_us_equity_500,vol_adjusted_momentum_63_top10,CMVT_lam1.0_gam0.5,22,0.39294138263785555,0.34749884238343753,1.0485233644517324,-0.13776029471534085,11.137635041951771
liquid_us_equity_500,vol_adjusted_momentum_63_top10,CMVT_lam2.0_gam1.0,22,0.25771018968783443,0.2577573633525514,1.1484312312492744,-0.10383614139456436,2.0695784878984
liquid_us_equity_500,vol_adjusted_momentum_63_top10,HRB_lb126_ct0.5,22,0.20921722287630626,0.19359788592204036,1.3859705849748476,-0.07827956539324597,9.982160308808366
liquid_us_equity_500,vol_adjusted_momentum_63_top10,HRB_lb63_ct0.3,22,0.2051179440857167,0.19816025224579015,1.3270747345902505,-0.08233557666694138,10.070823373548679
liquid_us_equity_500,cluster_capped_momentum_63_top10,EW,22,0.25831525402314476,0.24581907599093933,1.4053680971564653,-0.10228817862786238,1.0000333894311098e-12
liquid_us_equity_500,cluster_capped_momentum_63_top10,MRH_tau21_k5,22,0.20094513816501614,0.2682147887052549,0.9024189792094274,-0.11765180561949108,38.74545454541581
liquid_us_equity_500,cluster_capped_momentum_63_top10,MRH_tau63_k5,22,0.24242854112441747,0.2767625329893017,1.1033414760983347,-0.12147459255233665,21.79999999997821
liquid_us_equity_500,cluster_capped_momentum_63_top10,MRH_tau126_k5,22,0.26513561075776226,0.27901267770086885,1.2042493438710855,-0.12289861176550326,16.836363636346807
liquid_us_equity_500,cluster_capped_momentum_63_top10,CMVT_lam0.5_gam0.25,22,0.3728152380918758,0.41974107174822967,0.7571815489413783,-0.18055251775521025,26.353422058876788
liquid_us_equity_500,cluster_capped_momentum_63_top10,CMVT_lam1.0_gam0.5,22,0.5213131852204634,0.38274059720207204,1.3626358829919374,-0.1518670661947672,14.939361121382824
liquid_us_equity_500,cluster_capped_momentum_63_top10,CMVT_lam2.0_gam1.0,22,0.3996145714471707,0.30498510542457863,1.387759650629002,-0.12111402418330236,3.830300390400837
liquid_us_equity_500,cluster_capped_momentum_63_top10,HRB_lb126_ct0.5,22,0.2607756890729232,0.2198014378876634,1.3116603040878572,-0.08974425899128667,9.782935186239696
liquid_us_equity_500,cluster_capped_momentum_63_top10,HRB_lb63_ct0.3,22,0.22878724152323782,0.22532301135991045,1.2727404768614954,-0.09283659719042828,10.36242560053069
